Staff - Female,,,,
I have answered I don't know to most of the questions due to: I have been with the company for 1 month and I work remotely. I am not in the office environment to answer the questions any other way at this time.,,,,
"I would say there is gender inequality when it comes to positions in R&D-DEV. For the members of technical staff, there are far more men than women.  XXX would do well to hire more female developers. ",,,,
"Most of the times, it seems like the majority of women are clustered in the Manager or below tiers, with fewer and fewer making it above that level.  ",,,,
This is non existing with all leadership roles. As well as ethnic diversity.,,,,
"This survey was a complete miss on identifiable questions- This survey should have dug deeper and not asked only Director (leadership) and above questions. It should have been holistic to ALL cohorts. ""Staff"" (Sr Assoc, Assoc, Analyst, Rep) are the ones that suffer the MOST not having the growth opportunity and support!  ",,,,
I feel this should have no baring on how well an employee does their job. I have always thought the best person for the job (man or woman) is the one who gets the job. It should not be based on how many woman verses how many men do the job better. ,,,,
Lack of gender diversity at the leadership and executive levels has a significant impact on the culture of the company. Women do not feel that we have a path upward beyond Senior Manager/Director.,,,,
"I feel that my current team treats all team members equally, both with performance reviews and advancement opportunities. My prior team did not, and it was very obvious that you were not going to advance unless you were a man, or willing to participate in ""boys club"" activities. The manager in my prior department is well known for this habit. Its been called to the attention of the department manager, whose response was that someday he would need to be replaced if he's ever to promote and he couldn't do anything about the biased behavior, because the person committing it was the only person qualified to replace him.",,,,
Gender diversity in SLT is disappointing for women at XXX. Having diverse leaders show staff that they can succeed. ,,,,
Just wanted to note that Bret has really communicated his desire to see change in this area and I believe that he will be able to make progress in that area.,,,,
"We have a huge issue with gender diversity in leadership and also a large issue with gender diversity in software development roles.  There are almost no female role models high in the company hierarchy.  As a separate issue, there are also huge gaps for people of certain racial/ethnic backgrounds across all roles and leadership structure.  Additionally, though, the fact that this survey is being sent out seems like a positive step in the direction of increasing gender diversity awareness and action.",,,,
"Alot of talk, very little action. The company hides behind ERGS, strong women leadership has been fleeing, without response from senior leadership",,,,
There are currently many women in Director roles and below but that number significantly drops above the director level. ,,,,
when will we see a survey about the lack of diversity in leadership regarding other races/ethnicities? Diversity is more than just about women. ,,,,
There has been a total lack of gender diversity in leadership and I find this troubling. ,,,,
I perceive that there are more women being led by men than there are men being led by women (looking at the staff and manager levels),,,,
Statistically there is almost NO diversity in the most powerful positions - this points to deeper problems that are not being addressed. There are probably many reasons why these problem exist but the company should try to tackle them with every possible solution available. ,,,,
"The lack of women in top leadership positions is the biggest issue we face. I have not felt that the executive leadership team even saw this as a problem until recently, when outside publicity forced them to start making some statements. There is tremendous opportunity for actions here - widening the circle replacing SM direct reports is a great first step. ",,,,
"It is clear that the ""boys club"" SLT of SM's day had a trickle-down effect on other leadership, and it will take some time and mindfulness from SLT to hire a more diverse senior leadership team to help shape XXX in a more positive and accountable manner.",,,,
"Male or female, I honestly just want the best and most qualified candidate in the appropriate role. ",,,,
"It's really disturbing that none of our executive leaders are women. We've had woman executive leaders in the past, but I know at least one high-ranking female leader quit due to sexual harassment. XXX talks a lot about gender diversity and wanting to help women--but the executive leaders don't walk the walk. Seems to me they want to preserve the old boys' club.",,,,
Women to men ratio in team is not equal causing gender issues like women not being able to convey their opinion in team meetings.,,,,
"It doesn't appear to me that on the Collector team there's much gender diversity in leadership. It often seems like teams are being led by men when there are women in the same team who are equally if not more capable of managing the team - but happen not to have as much experience.   XXX talks a lot about diversity but given that hiring processes for a lot of teams are decentralized and teams need backfills quickly, the gender diversity of the team often gets overlooked.   ",,,,
There isn't much gender diversity in the higher management.,,,,
The number of men in executive/leadership roles severely outweighs women.,,,,
Gender diversity in OOCTO is really bad. Especially women of color vs white men. ,,,,
